,id,host_id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,with_wifi,with_air_conditioning,with_cable_tv,pets_allowed
7594,37593970,273600328,within an hour,100.0,0.0,0.0,0.0,1.0,0.0,Downtown/Civic Center,37.77837,-122.42067,0.0,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,83.0,250.0,59.0,1,0.0,32,900,3,32,900,900,31.7,900.0,today,30,60,90,365,1.0,1.0,strict_14_with_grace_period,0.0,0.0,11,0,6,5,,1.0,0.0,0.0,0.0
7595,37595096,273600328,within an hour,100.0,0.0,0.0,0.0,1.0,0.0,Downtown/Civic Center,37.78541,-122.40952,1.0,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,35.0,250.0,59.0,1,0.0,32,900,32,32,900,900,32.0,900.0,2 weeks ago,29,59,89,364,1.0,1.0,strict_14_with_grace_period,0.0,0.0,11,0,6,5,,1.0,0.0,0.0,0.0
7596,37624397,275572314,within an hour,92.0,0.0,1.0,1.0,1.0,0.0,Excelsior,37.72535,-122.42855,1.0,House,Private room,8,2.0,4.0,4.0,Real Bed,295.0,200.0,100.0,6,10.0,1,30,1,1,30,30,1.0,30.0,today,16,38,57,57,1.0,1.0,moderate,0.0,0.0,1,0,1,0,4.0,1.0,0.0,1.0,0.0
7597,37631315,735438,within a day,90.0,0.0,0.0,0.0,1.0,1.0,Twin Peaks,37.757659999999994,-122.44556999999999,1.0,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,307.0,0.0,75.0,1,0.0,2,1125,2,2,1125,1125,2.0,1125.0,4 weeks ago,0,21,41,126,1.0,0.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,0.7,1.0,0.0,0.0,0.0
7598,37632534,24157036,within a few hours,95.0,0.0,96.0,96.0,1.0,1.0,Castro/Upper Market,37.75735,-122.43903,1.0,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,390.0,0.0,400.0,1,0.0,30,1125,30,30,1125,1125,30.0,1125.0,5 weeks ago,29,59,89,364,1.0,0.0,strict_14_with_grace_period,0.0,0.0,27,27,0,0,,1.0,0.0,0.0,0.0
7599,37643092,47514427,within an hour,100.0,1.0,104.0,104.0,1.0,0.0,Downtown/Civic Center,37.78828,-122.40937,1.0,Hotel,Private room,4,1.0,0.0,2.0,Real Bed,215.0,0.0,0.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,3 days ago,7,23,23,23,1.0,0.0,flexible,0.0,0.0,35,4,31,0,1.0,1.0,1.0,1.0,0.0
7600,37643165,47514427,within an hour,100.0,1.0,104.0,104.0,1.0,0.0,Downtown/Civic Center,37.77923,-122.42066000000001,0.0,Hotel,Private room,4,1.0,0.0,2.0,Real Bed,215.0,0.0,0.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,3 days ago,9,13,13,13,1.0,0.0,flexible,0.0,0.0,35,4,31,0,2.0,1.0,1.0,1.0,0.0
7601,37655682,36529828,within an hour,100.0,1.0,3.0,3.0,1.0,0.0,Bernal Heights,37.73316,-122.42714,1.0,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,135.0,500.0,220.0,5,50.0,30,1125,30,30,1125,1125,30.0,1125.0,a week ago,25,51,81,356,1.0,0.0,strict_14_with_grace_period,0.0,0.0,3,1,2,0,1.0,1.0,0.0,0.0,0.0
7602,37660315,12672266,within an hour,100.0,1.0,9.0,9.0,1.0,0.0,Mission,37.75645,-122.41212,1.0,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,350.0,,,1,0.0,30,1125,30,30,1125,1125,30.0,1125.0,6 weeks ago,3,33,63,63,1.0,0.0,flexible,0.0,0.0,7,7,0,0,,1.0,0.0,0.0,0.0
7603,37662299,284605912,within a few hours,100.0,0.0,1.0,1.0,1.0,0.0,Glen Park,37.739959999999996,-122.42517,0.0,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,40.0,0.0,35.0,2,100.0,30,1125,30,30,1125,1125,30.0,1125.0,2 months ago,19,49,79,354,1.0,0.0,flexible,0.0,0.0,2,1,1,0,,0.0,0.0,0.0,0.0
7604,37663203,47514427,within an hour,100.0,1.0,104.0,104.0,1.0,0.0,Russian Hill,37.80641,-122.42163000000001,1.0,Boutique hotel,Private room,4,1.0,1.0,2.0,Real Bed,299.0,0.0,0.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,a week ago,4,15,29,128,1.0,0.0,strict_14_with_grace_period,0.0,0.0,35,4,31,0,1.0,1.0,1.0,0.0,0.0
7605,37684875,284807277,within an hour,100.0,1.0,0.0,0.0,1.0,0.0,Parkside,37.74516,-122.48761,1.0,Guest suite,Entire home/apt,10,3.0,3.0,4.0,Real Bed,199.0,200.0,120.0,5,25.0,1,1125,1,1,1125,1125,1.0,1125.0,2 weeks ago,9,17,27,102,1.0,1.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,6.55,1.0,0.0,0.0,0.0
7606,37686005,47514427,within an hour,100.0,1.0,104.0,104.0,1.0,0.0,Russian Hill,37.80627,-122.41957,1.0,Boutique hotel,Private room,6,1.0,2.0,3.0,Real Bed,319.0,0.0,0.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,a week ago,4,5,5,81,1.0,0.0,strict_14_with_grace_period,0.0,0.0,35,4,31,0,,1.0,1.0,0.0,0.0
7607,37686008,47514427,within an hour,100.0,1.0,104.0,104.0,1.0,0.0,Russian Hill,37.805240000000005,-122.42125,1.0,Boutique hotel,Private room,4,1.0,1.0,2.0,Real Bed,299.0,0.0,0.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,a week ago,9,20,34,137,1.0,0.0,strict_14_with_grace_period,0.0,0.0,35,4,31,0,,1.0,1.0,0.0,0.0
7608,37686015,47514427,within an hour,100.0,1.0,104.0,104.0,1.0,0.0,Russian Hill,37.8058,-122.41993000000001,1.0,Boutique hotel,Private room,4,1.0,1.0,2.0,Real Bed,299.0,0.0,0.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,a week ago,9,20,34,137,1.0,0.0,strict_14_with_grace_period,0.0,0.0,35,4,31,0,,1.0,1.0,0.0,0.0
7609,37686023,47514427,within an hour,100.0,1.0,104.0,104.0,1.0,0.0,Russian Hill,37.8064,-122.42012,1.0,Boutique hotel,Private room,6,1.0,2.0,3.0,Real Bed,319.0,0.0,0.0,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,a week ago,0,0,0,76,1.0,0.0,strict_14_with_grace_period,0.0,0.0,35,4,31,0,0.83,1.0,1.0,0.0,0.0
7610,37686196,152256205,within an hour,100.0,0.0,0.0,0.0,1.0,0.0,Bernal Heights,37.73741,-122.41564,0.0,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,0.0,50.0,1,0.0,2,1125,2,2,1125,1125,2.0,1125.0,5 days ago,8,10,10,266,1.0,0.0,moderate,0.0,0.0,2,0,2,0,3.33,1.0,0.0,0.0,0.0
7611,37686665,8740851,within an hour,100.0,0.0,0.0,0.0,1.0,1.0,North Beach,37.80149,-122.40496,1.0,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,500.0,0.0,75.0,4,50.0,2,1125,2,2,1125,1125,2.0,1125.0,4 days ago,12,26,53,53,1.0,1.0,moderate,0.0,0.0,1,1,0,0,3.66,1.0,0.0,0.0,0.0
7612,37686716,11820504,within an hour,100.0,0.0,8.0,8.0,1.0,0.0,Marina,37.80318,-122.43896000000001,1.0,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,265.0,500.0,125.0,1,0.0,30,1125,30,30,1125,1125,30.0,1125.0,4 weeks ago,3,33,63,153,1.0,0.0,strict_14_with_grace_period,0.0,0.0,4,4,0,0,,1.0,0.0,0.0,0.0
7613,37691208,11886896,within an hour,100.0,1.0,4.0,4.0,1.0,1.0,Visitacion Valley,37.71915,-122.41054,0.0,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,,,1,0.0,2,30,2,2,30,30,2.0,30.0,a week ago,6,26,42,132,1.0,1.0,flexible,0.0,0.0,5,1,4,0,3.0,1.0,0.0,0.0,0.0
7614,37691579,7325515,within a few hours,100.0,0.0,10.0,10.0,1.0,0.0,Russian Hill,37.79837,-122.42,1.0,Guest suite,Entire home/apt,2,1.0,0.0,1.0,Real Bed,120.0,1000.0,70.0,2,200.0,30,364,30,30,364,364,30.0,364.0,2 months ago,0,0,0,0,1.0,1.0,moderate,0.0,0.0,1,1,0,0,1.0,1.0,0.0,0.0,0.0
7615,37702823,107434423,within an hour,98.0,0.0,900.0,900.0,1.0,0.0,Western Addition,37.77559,-122.4255,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,206.0,,125.0,1,0.0,30,90,30,30,90,90,30.0,90.0,today,0,0,0,223,1.0,1.0,flexible,0.0,0.0,170,170,0,0,,1.0,0.0,1.0,1.0
7616,37713178,4888133,within an hour,100.0,0.0,0.0,0.0,1.0,1.0,Mission,37.74882,-122.41923,0.0,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,109.0,0.0,30.0,1,45.0,1,3,1,1,3,3,1.0,3.0,3 days ago,22,45,75,75,1.0,1.0,moderate,0.0,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0
7617,37713419,267895362,within an hour,100.0,1.0,85.0,85.0,1.0,0.0,Mission,37.77097,-122.4239,1.0,House,Shared room,2,2.5,1.0,1.0,Real Bed,42.0,0.0,20.0,1,40.0,30,1125,30,30,1125,1125,30.0,1125.0,2 weeks ago,0,0,30,305,1.0,0.0,strict_14_with_grace_period,0.0,0.0,35,0,30,5,,1.0,1.0,0.0,0.0
7618,37713870,285079318,within an hour,100.0,1.0,1.0,1.0,1.0,1.0,Inner Sunset,37.76025,-122.47677,1.0,Apartment,Entire home/apt,6,1.5,3.0,3.0,Real Bed,599.0,350.0,150.0,3,20.0,2,14,2,5,14,14,2.0,14.0,today,9,30,60,60,1.0,0.0,moderate,0.0,0.0,1,1,0,0,4.53,1.0,0.0,0.0,0.0
7619,37718230,120222809,within an hour,100.0,1.0,0.0,0.0,1.0,1.0,Outer Mission,37.73239,-122.44497,1.0,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,72.0,0.0,15.0,1,15.0,1,10,1,1,10,10,1.0,10.0,a week ago,27,57,76,76,1.0,0.0,moderate,0.0,0.0,2,0,1,1,5.17,1.0,0.0,0.0,0.0
7620,37721094,136406874,within an hour,100.0,0.0,23.0,23.0,1.0,0.0,Nob Hill,37.78999,-122.41523000000001,1.0,Aparthotel,Private room,3,10.0,1.0,3.0,Real Bed,199.0,0.0,30.0,1,7.0,1,28,1,1,28,28,1.0,28.0,today,23,48,77,97,1.0,1.0,strict_14_with_grace_period,0.0,0.0,15,2,11,0,6.21,1.0,0.0,0.0,0.0
7621,37725789,107434423,within an hour,98.0,0.0,900.0,900.0,1.0,0.0,South of Market,37.78797,-122.39198,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,239.0,,148.0,1,0.0,30,90,30,30,90,90,30.0,90.0,today,2,32,62,337,1.0,1.0,flexible,0.0,0.0,170,170,0,0,,1.0,0.0,1.0,1.0
7622,37746942,2060012,within an hour,97.0,0.0,9.0,9.0,1.0,0.0,Western Addition,37.77274,-122.43361999999999,1.0,Apartment,Private room,2,2.5,1.0,1.0,Real Bed,60.0,0.0,85.0,1,20.0,30,120,30,30,120,120,30.0,120.0,today,2,32,62,337,1.0,1.0,flexible,0.0,0.0,2,0,2,0,0.88,1.0,0.0,0.0,0.0
7623,37748833,6782071,within an hour,95.0,0.0,6.0,6.0,1.0,0.0,Outer Mission,37.72544,-122.43498000000001,1.0,Townhouse,Entire home/apt,5,2.0,2.0,2.0,Real Bed,70.0,600.0,100.0,4,15.0,2,1125,2,2,1125,1125,2.0,1125.0,4 days ago,21,40,69,69,1.0,0.0,flexible,0.0,0.0,3,3,0,0,4.09,1.0,0.0,0.0,1.0
7624,37756448,2060012,within an hour,97.0,0.0,9.0,9.0,1.0,0.0,Western Addition,37.77276,-122.43293,1.0,Apartment,Private room,2,2.5,1.0,1.0,Real Bed,75.0,0.0,85.0,1,20.0,30,120,30,30,120,120,30.0,120.0,today,0,21,51,326,1.0,1.0,flexible,0.0,0.0,2,0,2,0,,1.0,0.0,0.0,0.0
7625,37777767,199824554,within a day,50.0,0.0,0.0,0.0,1.0,0.0,Mission,37.74926,-122.41738000000001,0.0,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,400.0,,,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,2 months ago,30,51,81,171,1.0,1.0,flexible,0.0,0.0,1,1,0,0,,1.0,0.0,0.0,0.0
7626,37785001,207541567,within an hour,100.0,0.0,0.0,0.0,1.0,0.0,Noe Valley,37.75255,-122.43328999999999,1.0,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,230.0,0.0,200.0,1,0.0,30,180,30,30,180,180,30.0,180.0,5 weeks ago,0,1,1,196,1.0,1.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,,1.0,0.0,0.0,1.0
7627,37787597,1682188,within a few hours,96.0,0.0,51.0,51.0,1.0,0.0,Ocean View,37.7178,-122.45573999999999,1.0,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,,,1,0.0,30,1125,30,30,1125,1125,30.0,1125.0,today,26,56,86,361,1.0,0.0,strict_14_with_grace_period,1.0,1.0,35,0,9,26,0.86,1.0,0.0,0.0,0.0
7628,37803147,64310841,within an hour,100.0,0.0,1.0,1.0,1.0,0.0,Inner Sunset,37.761140000000005,-122.46448000000001,1.0,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,499.0,750.0,148.0,2,100.0,1,21,1,4,21,21,1.3,21.0,today,24,49,79,79,1.0,1.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,1.62,1.0,0.0,1.0,0.0
7629,37804690,57254071,within a day,90.0,0.0,2.0,2.0,1.0,1.0,Outer Sunset,37.754459999999995,-122.49701,0.0,House,Entire home/apt,4,2.0,2.0,0.0,Real Bed,120.0,,,1,0.0,30,1125,30,30,1125,1125,30.0,1125.0,2 months ago,29,59,89,89,1.0,0.0,flexible,0.0,0.0,2,2,0,0,,1.0,0.0,0.0,0.0
7630,37808720,136406874,within an hour,100.0,0.0,23.0,23.0,1.0,0.0,South of Market,37.77364,-122.41169,1.0,Aparthotel,Private room,2,4.0,1.0,2.0,Real Bed,199.0,0.0,30.0,1,7.0,1,28,1,1,28,28,1.0,28.0,today,23,41,41,41,1.0,1.0,strict_14_with_grace_period,0.0,0.0,15,2,11,0,3.06,1.0,0.0,0.0,0.0
7631,37810980,136406874,within an hour,100.0,0.0,23.0,23.0,1.0,0.0,South of Market,37.77409,-122.41183999999998,1.0,Aparthotel,Private room,3,4.0,1.0,2.0,Real Bed,199.0,0.0,30.0,1,7.0,1,28,1,1,28,28,1.0,28.0,today,27,53,83,103,1.0,1.0,strict_14_with_grace_period,0.0,0.0,15,2,11,0,5.09,1.0,0.0,0.0,0.0
7632,37812035,136406874,within an hour,100.0,0.0,23.0,23.0,1.0,0.0,South of Market,37.77805,-122.40786000000001,0.0,Aparthotel,Private room,2,7.0,1.0,2.0,Real Bed,199.0,0.0,30.0,1,7.0,1,28,1,1,28,28,1.0,28.0,today,15,42,72,92,1.0,1.0,strict_14_with_grace_period,0.0,0.0,15,2,11,0,4.69,1.0,0.0,0.0,0.0
7633,37814244,11551408,within an hour,100.0,0.0,0.0,0.0,1.0,1.0,Nob Hill,37.79546,-122.41446,0.0,Condominium,Entire home/apt,4,1.0,1.0,1.0,Real Bed,200.0,0.0,70.0,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,2 months ago,0,0,0,60,1.0,1.0,flexible,0.0,0.0,1,1,0,0,,1.0,0.0,0.0,0.0
7634,37818851,286256082,within an hour,99.0,1.0,5.0,5.0,1.0,0.0,Crocker Amazon,37.708290000000005,-122.44906,1.0,House,Private room,5,1.0,2.0,3.0,Real Bed,160.0,100.0,70.0,3,20.0,1,1125,1,2,1125,1125,1.9,1125.0,today,6,36,66,156,0.0,0.0,flexible,0.0,0.0,2,0,2,0,4.62,1.0,0.0,0.0,0.0
7635,37831308,24157036,within a few hours,95.0,0.0,96.0,96.0,1.0,1.0,Castro/Upper Market,37.7578,-122.44078,1.0,Loft,Entire home/apt,6,2.0,2.0,2.0,Real Bed,400.0,0.0,450.0,1,0.0,30,1125,30,30,1125,1125,30.0,1125.0,5 weeks ago,29,59,89,364,1.0,0.0,strict_14_with_grace_period,0.0,0.0,27,27,0,0,,1.0,0.0,0.0,0.0
7636,37831419,170057847,within an hour,100.0,1.0,2.0,2.0,1.0,0.0,Haight Ashbury,37.77207,-122.44112,1.0,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,0.0,50.0,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,4 days ago,9,19,19,19,1.0,0.0,moderate,0.0,0.0,3,0,3,0,1.91,1.0,0.0,0.0,0.0
7637,37831558,36529828,within an hour,100.0,1.0,3.0,3.0,1.0,0.0,Bernal Heights,37.733709999999995,-122.4278,0.0,House,Private room,2,1.0,1.0,1.0,Real Bed,174.0,500.0,75.0,2,0.0,30,1125,30,30,1125,1125,30.0,1125.0,a week ago,30,38,49,268,1.0,1.0,strict_14_with_grace_period,0.0,0.0,3,1,2,0,7.27,1.0,0.0,1.0,0.0
7638,37831938,170057847,within an hour,100.0,1.0,2.0,2.0,1.0,0.0,Haight Ashbury,37.7718,-122.44341999999999,1.0,House,Private room,2,1.0,1.0,1.0,Real Bed,70.0,0.0,50.0,1,0.0,3,1125,3,3,1125,1125,3.0,1125.0,2 weeks ago,29,41,41,41,1.0,0.0,moderate,0.0,0.0,3,0,3,0,3.16,1.0,0.0,0.0,0.0
7639,37855794,4497462,within an hour,93.0,1.0,18.0,18.0,1.0,0.0,Potrero Hill,37.759029999999996,-122.38792,1.0,Apartment,Shared room,1,2.0,1.0,1.0,Real Bed,50.0,,40.0,1,50.0,30,1125,30,30,1125,1125,30.0,1125.0,5 days ago,30,60,90,365,1.0,1.0,strict_14_with_grace_period,0.0,0.0,14,1,0,13,,1.0,1.0,0.0,0.0
7640,37859160,281580705,within an hour,100.0,0.0,4.0,4.0,1.0,0.0,Bayview,37.73884,-122.38838,1.0,House,Private room,3,1.5,1.0,2.0,Real Bed,180.0,0.0,60.0,2,45.0,1,27,1,1,27,27,1.0,27.0,a week ago,26,56,86,361,1.0,1.0,strict_14_with_grace_period,0.0,0.0,5,0,5,0,4.05,1.0,0.0,0.0,0.0
7641,37860137,17844178,within an hour,100.0,0.0,1.0,1.0,1.0,1.0,Outer Mission,37.73063,-122.43387,1.0,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,129.0,100.0,50.0,1,0.0,2,21,2,2,21,21,2.0,21.0,yesterday,7,27,48,48,1.0,1.0,moderate,0.0,0.0,2,2,0,0,4.8,1.0,0.0,0.0,0.0
7642,37860231,36529828,within an hour,100.0,1.0,3.0,3.0,1.0,0.0,Bernal Heights,37.734,-122.42748999999999,0.0,House,Private room,3,1.0,1.0,1.0,Real Bed,154.0,0.0,85.0,2,15.0,30,1125,30,30,1125,1125,30.0,1125.0,a week ago,30,48,68,343,1.0,0.0,strict_14_with_grace_period,0.0,0.0,3,1,2,0,4.05,1.0,0.0,1.0,0.0
7643,37860542,4497462,within an hour,93.0,1.0,18.0,18.0,1.0,0.0,South of Market,37.78373,-122.39798,1.0,Serviced apartment,Shared room,1,2.5,1.0,5.0,Real Bed,50.0,0.0,60.0,1,38.0,30,1125,30,30,1125,1125,30.0,1125.0,5 days ago,13,43,73,348,1.0,1.0,strict_14_with_grace_period,0.0,0.0,14,1,0,13,,1.0,1.0,0.0,0.0
7644,37860584,4497462,within an hour,93.0,1.0,18.0,18.0,1.0,0.0,South of Market,37.78386,-122.39766000000002,1.0,Apartment,Shared room,4,2.5,1.0,4.0,Real Bed,50.0,,40.0,1,50.0,30,1125,30,30,1125,1125,30.0,1125.0,5 days ago,8,38,68,343,1.0,0.0,strict_14_with_grace_period,0.0,0.0,14,1,0,13,,1.0,1.0,0.0,0.0
7645,37860629,4497462,within an hour,93.0,1.0,18.0,18.0,1.0,0.0,South of Market,37.77554,-122.38815,0.0,Serviced apartment,Shared room,1,2.0,1.0,4.0,Real Bed,50.0,,40.0,1,50.0,30,1125,30,30,1125,1125,30.0,1125.0,5 days ago,30,60,90,365,1.0,1.0,strict_14_with_grace_period,0.0,0.0,14,1,0,13,1.0,1.0,0.0,0.0,0.0
7646,37860671,4497462,within an hour,93.0,1.0,18.0,18.0,1.0,0.0,Potrero Hill,37.76276,-122.39903000000001,0.0,Apartment,Shared room,4,2.0,1.0,4.0,Real Bed,45.0,,40.0,1,50.0,30,1125,30,30,1125,1125,30.0,1125.0,5 days ago,30,60,90,365,1.0,1.0,strict_14_with_grace_period,0.0,0.0,14,1,0,13,,1.0,0.0,0.0,0.0
7647,37861286,63949014,within an hour,100.0,0.0,2.0,2.0,1.0,1.0,South of Market,37.7726,-122.40486000000001,0.0,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,129.0,0.0,49.0,1,0.0,1,90,1,1,90,90,1.0,90.0,3 weeks ago,19,42,58,58,1.0,1.0,strict_14_with_grace_period,0.0,0.0,3,0,3,0,4.29,1.0,1.0,0.0,0.0
7648,37864340,278678460,within an hour,100.0,1.0,0.0,0.0,1.0,0.0,Excelsior,37.71759,-122.43935,0.0,Guest suite,Entire home/apt,5,1.0,2.0,3.0,Real Bed,90.0,0.0,60.0,2,10.0,1,29,1,2,29,29,1.3,29.0,today,2,15,37,52,1.0,1.0,moderate,0.0,0.0,1,1,0,0,10.47,1.0,0.0,0.0,0.0
7649,37867895,281580705,within an hour,100.0,0.0,4.0,4.0,1.0,0.0,Bayview,37.73892,-122.38701999999999,1.0,House,Private room,3,1.5,1.0,2.0,Real Bed,160.0,0.0,60.0,2,45.0,1,27,1,1,27,27,1.0,27.0,a week ago,27,57,87,362,1.0,1.0,strict_14_with_grace_period,0.0,0.0,5,0,5,0,3.53,1.0,0.0,0.0,0.0
7650,37881130,9703270,within an hour,100.0,0.0,0.0,0.0,1.0,1.0,Bernal Heights,37.740790000000004,-122.41581000000001,1.0,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,250.0,500.0,170.0,4,7.0,3,180,3,3,180,180,3.0,180.0,3 days ago,18,29,29,29,1.0,0.0,moderate,0.0,0.0,1,1,0,0,1.0,1.0,0.0,0.0,0.0
7651,37881402,239442090,within an hour,100.0,0.0,7.0,7.0,1.0,0.0,Outer Mission,37.71731,-122.44424,0.0,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,138.0,200.0,80.0,2,30.0,1,28,1,1,28,28,1.0,28.0,3 weeks ago,28,53,70,70,1.0,0.0,moderate,0.0,0.0,3,2,1,0,3.0,1.0,0.0,0.0,0.0
7652,37882667,285173026,within a day,100.0,0.0,0.0,0.0,1.0,0.0,Financial District,37.7833,-122.40066000000002,1.0,Condominium,Entire home/apt,5,2.0,2.0,3.0,Real Bed,650.0,2500.0,400.0,1,0.0,30,1125,30,30,1125,1125,30.0,1125.0,2 months ago,30,60,90,270,1.0,1.0,flexible,0.0,0.0,1,1,0,0,,1.0,1.0,0.0,1.0
7653,37883662,64658050,within a day,100.0,0.0,0.0,0.0,1.0,1.0,Bayview,37.74086,-122.38835,1.0,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,80.0,500.0,60.0,2,40.0,30,180,30,30,180,180,30.0,180.0,5 weeks ago,30,60,90,180,1.0,0.0,flexible,0.0,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0
7654,37884138,35025523,within an hour,100.0,1.0,1.0,1.0,1.0,1.0,Bayview,37.7277,-122.38825,1.0,House,Private room,2,1.5,1.0,1.0,Real Bed,85.0,0.0,50.0,1,0.0,1,14,1,1,14,14,1.0,14.0,2 weeks ago,9,32,53,53,1.0,1.0,moderate,0.0,0.0,1,0,1,0,3.67,1.0,0.0,0.0,0.0
7655,37884380,281580705,within an hour,100.0,0.0,4.0,4.0,1.0,0.0,Bayview,37.740759999999995,-122.38855,1.0,House,Private room,3,1.5,1.0,2.0,Real Bed,160.0,0.0,60.0,2,45.0,1,27,1,1,27,27,1.0,27.0,a week ago,27,57,87,362,1.0,1.0,strict_14_with_grace_period,0.0,0.0,5,0,5,0,3.0,1.0,0.0,0.0,0.0
7656,37886014,286993822,within an hour,100.0,0.0,0.0,0.0,1.0,0.0,Bernal Heights,37.74653,-122.40703,1.0,Cottage,Entire home/apt,6,2.0,2.0,3.0,Real Bed,449.0,350.0,125.0,2,25.0,2,21,2,5,21,21,2.0,21.0,today,7,32,62,62,1.0,0.0,moderate,0.0,0.0,1,1,0,0,1.0,1.0,0.0,0.0,0.0
7657,37887010,281580705,within an hour,100.0,0.0,4.0,4.0,1.0,0.0,Bayview,37.739340000000006,-122.38885,1.0,House,Private room,3,1.5,1.0,2.0,Real Bed,160.0,0.0,60.0,2,45.0,1,27,1,1,27,27,1.0,27.0,a week ago,24,54,84,359,1.0,1.0,strict_14_with_grace_period,0.0,0.0,5,0,5,0,4.0,1.0,0.0,0.0,0.0
7658,37888966,214895333,within a few hours,78.0,0.0,1.0,1.0,1.0,0.0,South of Market,37.77944,-122.38768999999999,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,150.0,0.0,65.0,1,35.0,2,1125,2,2,1125,1125,2.0,1125.0,yesterday,23,23,23,23,1.0,0.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,2.79,1.0,0.0,0.0,0.0
7659,37893350,1144980,within an hour,100.0,0.0,2.0,2.0,1.0,1.0,Lakeshore,37.71733,-122.49858,1.0,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,98.0,,,1,0.0,30,30,30,30,30,30,30.0,30.0,2 months ago,30,60,90,365,1.0,1.0,flexible,0.0,0.0,2,0,2,0,,1.0,0.0,0.0,0.0
7660,37904794,286419861,within an hour,90.0,0.0,1.0,1.0,1.0,0.0,Noe Valley,37.75485,-122.43966999999999,1.0,Cottage,Entire home/apt,2,1.0,1.0,1.0,Real Bed,240.0,,,1,0.0,3,90,2,3,1125,1125,3.0,1125.0,3 days ago,19,45,75,165,1.0,1.0,flexible,0.0,0.0,1,1,0,0,3.0,1.0,0.0,0.0,0.0
7661,37907083,286995740,within an hour,100.0,0.0,1.0,1.0,1.0,0.0,Parkside,37.7431,-122.47424,1.0,Guest suite,Private room,8,2.0,4.0,4.0,Real Bed,243.0,500.0,120.0,1,0.0,2,25,2,2,25,25,2.0,25.0,3 weeks ago,17,28,48,135,1.0,1.0,flexible,0.0,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0
7662,37908588,68366081,within an hour,100.0,0.0,1.0,1.0,1.0,1.0,South of Market,37.77154,-122.41066000000001,0.0,House,Private room,1,1.0,1.0,1.0,Real Bed,165.0,,,1,0.0,2,4,2,2,4,4,2.0,4.0,a week ago,3,3,14,289,1.0,1.0,flexible,0.0,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0
